mensaje,spam,label,mensaje_limpio
"atención: has sido seleccionado para participar en una encuesta premiada, responde y gana un iphone gratis.",1,spam,atención sido seleccionado participar encuesta premiada responde gana iphone gratis
¡aprovecha esta oportunidad única! regístrate ahora y recibe un crédito de $1000 en tu cuenta bancaria.,1,spam,aprovecha oportunidad única regístrate ahora recibe crédito 1000 cuenta bancaria
"haz clic en el enlace y descubre la solución definitiva para todos tus problemas financieros, sin riesgos.",1,spam,haz clic enlace descubre solución definitiva problemas financieros riesgos
¡oferta exclusiva! compra ahora y recibe un regalo sorpresa que cambiará tu vida para siempre.,1,spam,oferta exclusiva compra ahora recibe regalo sorpresa cambiará vida siempre
oferta limitada: suscríbete a nuestro boletín y gana un viaje gratis a destinos exóticos.,1,spam,oferta limitada suscríbete boletín gana viaje gratis destinos exóticos
¡descubre el secreto para invertir en criptomonedas y multiplicar tu dinero en un 500% en una semana!,1,spam,descubre secreto invertir criptomonedas multiplicar dinero 500 semana
"este es un mensaje de prueba, contiene información de contacto falsa y solicitaciones no solicitadas.",1,spam,mensaje prueba contiene información contacto falsa solicitaciones solicitadas
"me encantaría conversar contigo sobre el nuevo proyecto de la empresa, envíame tu número de teléfono para coordinar.",1,spam,encantaría conversar contigo nuevo proyecto empresa envíame número teléfono coordinar
hola! ¿quieres recibir noticias actualizadas sobre ofertas especiales y promociones exclusivas? responde 'si' para confirmar.,1,spam,hola quieres recibir noticias actualizadas ofertas especiales promociones exclusivas responde si confirmar
¿te gustaría mejorar tu carrera profesional? inscríbete en nuestro programa de becas y recibe una beca completa.,0,ham,gustaría mejorar carrera profesional inscríbete programa becas recibe beca completa
"estimado cliente, le informamos que su solicitud de préstamo ha sido aprobada. por favor, visite nuestra sucursal para retirar el dinero.",0,ham,estimado cliente informamos solicitud préstamo sido aprobada favor visite sucursal retirar dinero
"buenos días, le escribimos para recordarle su cita médica programada para mañana a las 10:00 a.m.",0,ham,buenos días escribimos recordarle cita médica programada mañana 1000 am
"hola, ¿has visto la última película de marvel? ¡es increíble! ¿te gustaría verla este fin de semana?",0,ham,hola visto última película marvel increíble gustaría verla fin semana
"quería compartirte una receta de pastel de chocolate que aprendí de mi abuela, es muy fácil de hacer.",0,ham,quería compartirte receta pastel chocolate aprendí abuela fácil hacer
"me encanta caminar en el parque los domingos, siempre encuentro paz entre los árboles y el silencio del bosque.",0,ham,encanta caminar parque domingos siempre encuentro paz árboles silencio bosque
"hoy descubrí un artículo fascinante sobre la historia de la fotografía, te lo recomiendo si te interesa la arte visual.",0,ham,hoy descubrí artículo fascinante historia fotografía recomiendo si interesa arte visual
¡hola! ¿te gustaría probar una nueva clase de yoga en línea? es gratis la primera sesión y todos son bienvenidos.,0,ham,hola gustaría probar nueva clase yoga línea gratis primera sesión bienvenidos
¡hola! te invito a descubrir el secreto para ganar dinero rápido sin esfuerzo. haz clic aquí y transforma tu vida en 24 horas. oferta limitada!,1,spam,hola invito descubrir secreto ganar dinero rápido esfuerzo haz clic aquí transforma vida 24 horas oferta limitada
descubre cómo los estafadores usan esquemas piramidales para robar tu dinero. aprende a protegerte y compartir esta información para evitar caer en fraudes.,0,ham,descubre cómo estafadores usan esquemas piramidales robar dinero aprende protegerte compartir información evitar caer fraudes
"oferta exclusive de productos de belleza a precios increibles, solo por tiempo limitado. compra ahora y recibe un regalo sorpresa. ¡no lo pierdas!",1,spam,oferta exclusive productos belleza precios increibles solo tiempo limitado compra ahora recibe regalo sorpresa pierdas
este mensaje contiene una invitación a participar en una encuesta sobre preferencias de consumo. tu opinión es valiosa y no hay costo alguno.,0,ham,mensaje contiene invitación participar encuesta preferencias consumo opinión valiosa costo alguno
"¡urgente! tu cuenta ha sido seleccionada para recibir un premio de 10,000 euros. responde inmediatamente para reclamar tu premio y evitar que expire la oferta.",1,spam,urgente cuenta sido seleccionada recibir premio 10000 euros responde inmediatamente reclamar premio evitar expire oferta
"hola maría, gracias por asistir a nuestro webinar sobre finanzas personales. aquí tienes el enlace para descargar el material complementario.",0,ham,hola maría gracias asistir webinar finanzas personales aquí enlace descargar material complementario
descubre la fórmula milagrosa para adelgazar 10 kilos en una semana sin dietas ni ejercicios. promoción especial solo hoy. ¡actúa ya!,1,spam,descubre fórmula milagrosa adelgazar 10 kilos semana dietas ejercicios promoción especial solo hoy actúa
te recordamos que mañana a las 10:00 am tendrás una reunión virtual con el equipo de soporte. haz clic en el enlace para acceder con tu credencial institucional.,0,ham,recordamos mañana 1000 am reunión virtual equipo soporte haz clic enlace acceder credencial institucional
"¡oferta irresistible! compra un smartwatch con 70% de descuento. solo por hoy, envío gratuito y garantía extendida. haz clic ahora y asegura el tuyo.",1,spam,oferta irresistible compra smartwatch 70 descuento solo hoy envío gratuito garantía extendida haz clic ahora asegura
"estimado cliente, hemos detectado un intento de acceso no autorizado a tu cuenta. cambia tu contraseña inmediatamente siguiendo el enlace seguro que hemos proporcionado.",1,spam,estimado cliente detectado intento acceso autorizado cuenta cambia contraseña inmediatamente siguiendo enlace seguro proporcionado
participa en nuestro concurso de fotografía temática. envía tus imágenes antes del 15 de noviembre y ganar premios sorpresa. ¡envíanos tu creatividad!,0,ham,participa concurso fotografía temática envía imágenes 15 noviembre ganar premios sorpresa envíanos creatividad
"aviso importante: debido a mantenimiento programado, el sitio web estará fuera de línea este fin de semana. lamentamos los inconvenientes y agradecemos tu comprensión.",0,ham,aviso importante debido mantenimiento programado sitio web línea fin semana lamentamos inconvenientes agradecemos comprensión
🎁 sorteo exclusivo de vacaciones en la playa! regístrate ahora y podrías ganar un viaje de 5 días. los ganadores se anunciarán el lunes. no pierdas esta oportunidad.,1,spam,sorteo exclusivo vacaciones playa regístrate ahora podrías ganar viaje días ganadores anunciarán lunes pierdas oportunidad
"hola juan, aquí tienes el informe mensual de ventas que solicitaste. puedes descargarlo desde el siguiente enlace o abrir el archivo adjunto.",0,ham,hola juan aquí informe mensual ventas solicitaste puedes descargarlo siguiente enlace abrir archivo adjunto
¡descubre los secretos para ser millonario en 30 días! método secreto revelado solo para suscriptores premium. accede ahora y comienza tu transformación financiera.,1,spam,descubre secretos ser millonario 30 días método secreto revelado solo suscriptores premium accede ahora comienza transformación financiera
recordatorio: tu cita médica está programada para el próximo martes a las 15:00. confirma asistencia o reprograma llamando al número de la clínica.,0,ham,recordatorio cita médica programada próximo martes 1500 confirma asistencia reprograma llamando número clínica
alerta de malware: hemos detectado actividad sospechosa en varios dispositivos. descarga nuestro antivirus gratuito para proteger tu equipo y datos personales.,1,spam,alerta malware detectado actividad sospechosa varios dispositivos descarga antivirus gratuito proteger equipo datos personales
¡promoción! compra dos productos y lleva el tercero gratis. oferta válida hasta agotar stock. visita nuestra página y aprovecha antes de que se agoten.,1,spam,promoción compra dos productos lleva tercero gratis oferta válida agotar stock visita página aprovecha agoten
gracias por tu participación en la reciente encuesta. los resultados están disponibles en nuestro sitio web. haz clic aquí para ver los gráficos y estadísticas detalladas.,0,ham,gracias participación reciente encuesta resultados disponibles sitio web haz clic aquí ver gráficos estadísticas detalladas
¡urgente! tu cuenta ha sido suspendida por actividad sospechosa. verifica tu identidad inmediatamente ingresando al portal oficial mediante el siguiente enlace.,1,spam,urgente cuenta sido suspendida actividad sospechosa verifica identidad inmediatamente ingresando portal oficial mediante siguiente enlace
"estimado suscriptor, hemos preparado un resumen semanal de noticias del sector tecnológico. haz clic para leer los artículos destacados de esta semana.",0,ham,estimado suscriptor preparado resumen semanal noticias sector tecnológico haz clic leer artículos destacados semana
quiero reservar un vuelo a buenos aires para el próximo mes.,0,ham,quiero reservar vuelo buenos aires próximo mes
"hola maría, ¿cómo estás? me gustaría invitarte a cenar este viernes.",0,ham,hola maría cómo gustaría invitarte cenar viernes
"el clima hoy en madrid es soleado, perfecto para un paseo.",0,ham,clima hoy madrid soleado perfecto paseo
estoy leyendo un libro fascinante sobre historia de españa.,0,ham,leyendo libro fascinante historia españa
¿me puedes recomendar una serie de suspense?,0,ham,puedes recomendar serie suspense
el equipo ganó el partido de fútbol por 2-1 ayer.,0,ham,equipo ganó partido fútbol 21 ayer
necesito comprar alimentos en el supermercado antes de cerrar.,0,ham,necesito comprar alimentos supermercado cerrar
"el proyecto se completó antes de lo previsto, excelente trabajo.",0,ham,proyecto completó previsto excelente trabajo
¿podrías enviarme el informe final por correo?,0,ham,podrías enviarme informe final correo
la cena de navidad será en casa de mis padres.,0,ham,cena navidad casa padres
¿tienes alguna sugerencia de libros de ciencia ficción?,0,ham,alguna sugerencia libros ciencia ficción
voy a correr en el parque esta tarde.,0,ham,voy correr parque tarde
¡oferta exclusiva! compra ahora y gana 100% de descuento en tu segunda compra!!! 🎉🚀,1,spam,oferta exclusiva compra ahora gana 100 descuento segunda compra
"gana dinero rápido con este esquema de inversión secreto, sin riesgo. ¡únete ahora!!!",1,spam,gana dinero rápido esquema inversión secreto riesgo únete ahora
haga clic aquí para descargar el documento comprometido y obtener premios exclusivos.,1,spam,haga clic aquí descargar documento comprometido obtener premios exclusivos
"¡oferta limitada! compra productos de aumento de tamaño, resultados garantizados en 7 días!! 💎",1,spam,oferta limitada compra productos aumento tamaño resultados garantizados días
"descubre este nuevo método para obtener ingresos diarios, sin esfuerzo. ¡regístrate ya!",1,spam,descubre nuevo método obtener ingresos diarios esfuerzo regístrate
"sorprende a tus amigos con este truco mágico, ¡te hará ganar dinero sin inversión!",1,spam,sorprende amigos truco mágico hará ganar dinero inversión
"nuevo programa de enriquecimiento rápido, sin riesgos, resultados garantizados. ¡accede aquí!",1,spam,nuevo programa enriquecimiento rápido riesgos resultados garantizados accede aquí
"¡cuidado! oferta de redes sociales para ganar premios, responde rápido y consigue una suscripción premium.",1,spam,cuidado oferta redes sociales ganar premios responde rápido consigue suscripción premium
"haz clic en el enlace para ver contenido para adultos, ¡solo adultos! 🔞",1,spam,haz clic enlace ver contenido adultos solo adultos
"mensaje de verificación: tu cuenta ha sido comprometida, accede ahora para proteger tus datos.",1,spam,mensaje verificación cuenta sido comprometida accede ahora proteger datos
